index,car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,engine_displacement,horsepower,mileage_per_year,power_per_liter,predicted_price
7830,Audi TT Roadster 1.8 5V Turbo Airco * Lm velgen * Stoelverwarming * Leer,,19,Petrol,Manual,Cabriolet,TT,178548,,,9156.307692307691,,7682.339849538882
7831,"Audi A3 Limousine 1.4 TFSI S-Edition [S-Line] s-tronic , Navi, Audi Drive Select, ECC, LMV",,5,Petrol,Automatic,Sedan,A3,75911,1.4,,13802.0,,23758.624969394805
7832,Audi Q2 1.0 TFSI Edition #1 85 kW / 116 pk,,1,Petrol,Automatic,SUV,Q2,0,1.0,116.0,0.0,116.0,40885.78923250263
7833,Audi A5 CABRIOLET 1.8 TFSI MULTI-TRONIC OPENDAYS,,3,Petrol,Automatic,Cabriolet,A5,34849,1.8,,9956.857142857143,,42059.90211255694
7834,Audi A6 Allroad 3.0 245PK quattro alle opties,,6,Diesel,Automatic,SUV,A6,139980,,245.0,21535.384615384617,,27597.81122088778
7835,Audi A6 Avant 2.0 TDI Advance MMI Navigatie  - Milano Leder - Xenon Led - Trekhaak,,7,Diesel,Manual,Station wagon,A6,277455,2.0,,36994.0,,13776.969896738136
7836,Audi A7 Sportback 55 TDI quattro Pro Line S,,1,Diesel,Automatic,Hatchback,A7,0,55.0,,0.0,,125040.738857458
7837,Audi A3 1.0 TFSI 116PK PRO LINE,,2,Petrol,Manual,Hatchback,A3,25590,1.0,116.0,10236.0,116.0,27311.87355352277
7838,Audi RS3 Sportback 2.5 TFSI 367pk S-tronic Quattro Pro Line Plus + Panoramadak + B&O Sound,,3,Petrol,Automatic,Hatchback,RS3,17919,2.5,367.0,5119.714285714285,146.8,73196.70805875372
7839,Audi A3 Cabriolet 1.8 TFSI 180PK S-tronic quattro Ambition Pro Line S | S-Line interieur/exterieur | Navigatie | Lederen bekleding | Adaptive Cruise Control | Bang & Olufsen sound | Keyless Entry | 18 inch lichtmetalen velgen | Parkeersensoren met achteruitrijcamera | Audi Pre Sense | Climatronic | Stoelverwarming | Nekvent,,4,Petrol,Automatic,Cabriolet,A3,32076,1.8,180.0,7128.0,100.0,33472.34952850566
7840,Audi A4 1.6 Pro Line Business 102 Airco 177 dkm Nap,,13,Petrol,Manual,Sedan,A4,177232,,,13128.296296296296,,5749.849128609468
7841,Audi A5 Sportback 2.0 TFSI MHEV Sport Pro Line Automaat,,1,Petrol,Automatic,Hatchback,A5,7737,2.0,,5158.0,,55960.1460084635
7842,"Audi A4 Avant 2.0 TDI PRO LINE BUSINESS AUTOMAAT ,AANBIEDING !!!!!!!!!!",,9,Diesel,Automatic,Station wagon,A4,214242,2.0,,22551.78947368421,,11982.776637928657
7843,Audi A3 1.4 TFSI Attraction Pro Line Plus - Automaat,,5,Petrol,Automatic,Hatchback,A3,113392,1.4,,20616.727272727272,,20850.96621148132
7844,Audi A6 2.0 TFSI Pro Line Business,,10,Petrol,Automatic,Station wagon,A6,173477,2.0,,16521.619047619046,,13151.941756858518
7845,Audi A4 Avant 2.0 TDI 150pk Lease Edition,,2,Diesel,Manual,Station wagon,A4,10000,2.0,150.0,4000.0,75.0,36131.478087054275
7846,Audi A1 1.6 TDI ATTRACTION PRO LINE BUSINESS Geen import! / Navi/ Clima/ PDC,,8,Diesel,Manual,Hatchback,A1,129953,1.6,,15288.588235294117,,10695.483291252733
7847,Audi A6 Avant 3.0 TDI 218PK QUATTRO S-LINE / PANO-DAK / FULL-OPTIONS,,4,Diesel,Automatic,Station wagon,A6,116412,3.0,218.0,25869.333333333332,72.66666666666667,40310.13919548326
7848,Audi A6 Avant 2.4 Pro Line - Automaat,,12,Petrol,Automatic,Station wagon,A6,210886,,,16870.88,,9070.069841199798
7849,Audi Q2 1.4 TFSI 150PK S-tronic COD Sport | S-Line interieur/exterieur | Navigatie | Stoelverwarming | Cruise Control | Climatronic | 18 inch lichtmetalen velgen | Verlengde fabrieksgarantie t/m 28-6-2020 of 90.000 km | Audi Connect | Parkeersensoren achter | Stuurschakeling | Multifunctioneel le,,2,Petrol,Automatic,SUV,Q2,32523,1.4,150.0,13009.2,107.14285714285715,35428.27488987427
7850,"Audi A6 Avant 1.8 TFSI 190pk Automaat Navigatie Xenon 18"" Lm-velgen",,2,Petrol,Automatic,Station wagon,A6,28871,1.8,190.0,11548.4,105.55555555555556,45846.288747691964
7851,Audi A8 50 TDI 286 Pk. QUATTRO -4WD/Matrix LED/Pan.Dak-,,1,Diesel,Automatic,Sedan,A8,5500,50.0,286.0,3666.6666666666665,5.72,133940.98745652265
7852,Audi A3 Sportback 30 TFSI 116 PK S-TRONIC S-LINE / OPTIEK ZWART / PRIVACY GLASS,,1,Petrol,Automatic,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,40182.69683456104
7853,Audi A6 Avant 2.0 TDI 150 PK ADRENALIN SPORT S-TRONIC AUTOMAAT 2 x S-LINE - AUDI CONNECT - MMI NAVIGATIE PLUS incl. MMI TOUCH - 18 INCH LMV -,,3,Diesel,Automatic,Station wagon,A6,63226,2.0,150.0,18064.571428571428,75.0,37541.109841693484
7854,"Audi S4 Avant 3.0 TFSI 354PK QUATTRO PRO LINE PLUS HEADUP ACC LANE ASSIST VENTILATIE STOELEN MMI NAVIPLUS LM 19"" B&O SOUND",,2,Petrol,Automatic,Station wagon,S4,16520,3.0,354.0,6608.0,118.0,88877.23779963233
7855,"Audi A6 Avant 1.8 Tfsi 190pk S-tronic Adrenalin S-LINE, Cruise control, Mmi navigatie, Telefoon, PDC",,3,Petrol,Automatic,Station wagon,A6,81083,1.8,190.0,23166.571428571428,105.55555555555556,38977.21765345651
7856,Audi A3 1.8 TFSI 118KW SPORTBACK AUT,,9,Petrol,Automatic,Hatchback,A3,192257,1.8,,20237.57894736842,,11318.672442596113
7857,"Audi A4 2.0 TDIE 135pk Bns. Ed. NAVI, 1E EIG, CLIMA, BLUETOOTH",,7,Diesel,Manual,Sedan,A4,135692,2.0,135.0,18092.266666666666,67.5,16557.94336150546
7858,"Audi A4 Avant 2.0 TDI 150PK Sport MMI Navi, Elektrische Koffer, Xenon",,2,Diesel,Manual,Station wagon,A4,11353,2.0,150.0,4541.2,75.0,34459.43739730506
7859,Audi A1 Sportback 1.2 TFSI Attraction,,5,Petrol,Manual,Hatchback,A1,93244,1.2,,16953.454545454544,,15552.193605692526
7860,Audi Q5 New S line edition 2.0 185KW/252PK 7 vers. S-tronic Quattro,,1,Petrol,Automatic,SUV,Q5,0,,252.0,0.0,,88861.0311555555
7861,Audi A5 Sportback 1.8 TFSI Business Edition Navigatie - Xenon - Leder,,5,Petrol,Automatic,Hatchback,A5,107697,1.8,,19581.272727272728,,25837.41259940869
7862,Audi A3 Limousine 1.4 TFSI COD AMBITION PRO LINE S / AUTOMAAT,,4,Petrol,Automatic,Sedan,A3,63355,1.4,,14078.888888888889,,25947.094576843494
7863,Audi Q2 1.0 TFSI Design Pro Line S-Tronic,,2,Petrol,Automatic,SUV,Q2,27801,1.0,,11120.4,,34499.53902526548
7864,Audi Q7 Pro Line Plus 5+2 3.0 TDI 150kw/204pk quattro Tiptronic,,6,Diesel,Automatic,SUV,Q7,104773,3.0,204.0,16118.923076923076,68.0,42178.8990439493
7865,Audi A4 Avant 3.2 FSI 256PK Automaat Quattro S-Line Navi/Sportstoelen/Xenon,,14,Petrol,Automatic,Station wagon,A4,211118,,256.0,14559.862068965518,,8204.22156270484
7866,Audi Cabriolet A3 1.5 TFSI CoD Sport S Line Edition 110 kW / 150 pk .,,1,Petrol,Automatic,Cabriolet, A3,0,1.5,150.0,0.0,100.0,75712.0128255229
7867,Audi A2 1.4 TDI climatronic,,16,Diesel,Manual,Sedan,A2,171519,1.4,,10395.09090909091,,5829.540612498696
7868,Audi S3 2.0 TFSI S3 Quattro Magnetic Ride Bang & Olufsen,,5,Petrol,Automatic,Cabriolet,S3,59388,2.0,,10797.818181818182,,41455.47380394742
7869,Audi A3 Limousine 1.4 TFSI 150 pk Ambiente Aut. Navi Leder Xenon Pdc,,5,Petrol,Automatic,Sedan,A3,77217,1.4,150.0,14039.454545454546,107.14285714285715,24054.214943182167
7870,"Audi Q5 2.0 TDI 177PK S-Line Automaat XENON/LEER/NAVI/21""INCH",,5,Diesel,Automatic,SUV,Q5,107813,2.0,177.0,19602.363636363636,88.5,31605.475540484942
7871,Audi A4 Avant 2.0 TFSI 190pk Ultra Sport Pro Line Navigatie | Xenon | Parkeersensoren achter | Audi Drive Select | Xenon | Sportstoelen | Adaptive Cruise Control,,3,Petrol,Automatic,Station wagon,A4,35173,2.0,190.0,10049.42857142857,95.0,38029.11906537956
7872,Audi A3 1.2 TFSI 105pk Attraction Advance Navi/Clima/Cruise,,7,Petrol,Manual,Hatchback,A3,223480,1.2,105.0,29797.333333333332,87.5,10345.00038131491
7873,Audi SQ7 4.0 TDI QUATTRO PRO LINE + | 7P | Panoramadak | Bose | Black-Pack,,2,Diesel,Automatic,SUV,SQ7,33500,4.0,,13400.0,,121298.12337379411
7874,Audi Q5 3.0 TFSI Quattro Pro Line S-Line - Adaptive cruise control,,7,Petrol,Automatic,SUV,Q5,41332,3.0,,5510.933333333333,,45171.496125658865
7875,Audi A6 Avant 1.8 TFSI 190pk ultra s-tronic Advance Sport,,1,Petrol,Automatic,Station wagon,A6,0,1.8,190.0,0.0,105.55555555555556,57897.67394943305
7876,Audi A8 3.0 TDI quattro Pro Line+,,6,Diesel,Automatic,Sedan,A8,142035,3.0,,21851.53846153846,,37434.224545217956
7877,Audi A4 2.7 V6 TDI Advance Multitronic,,12,Diesel,Automatic,Station wagon,A4,342209,6.0,,27376.72,,6136.590905729809
7878,Audi RS6,,11,Petrol,Automatic,Station wagon,RS6,121418,,,10558.08695652174,,51837.269532145285
7879,"Audi A6 2.5 TDI EXPORT 165pk Pro Line Automaat, Airco, 1/2 Leder, Parkeersensor V",,16,Diesel,Automatic,Sedan,A6,341867,2.5,165.0,20719.21212121212,66.0,3670.6954380188877
7880,Audi TT 1.8 TFSI S-Line Automaat - Drive Select 100% onderhouden label,,4,Petrol,Automatic,Coupe,TT,42431,1.8,,9429.111111111111,,36878.12590177201
7881,Audi A5 Sportback 1.4 TFSI Sport S-line Edition S-tronic,,1,Petrol,Automatic,Hatchback,A5,0,1.4,,0.0,,53694.47559689312
7882,Audi Q5 2.0 TFSI quattro 252pk Sport S Line Edition,,1,Petrol,Automatic,SUV,Q5,0,2.0,252.0,0.0,126.0,83148.52920541192
7883,Audi TT 1.8 5V TURBO,,21,Petrol,Manual,Coupe,TT,269590,,,12539.06976744186,,3950.1521907273814
7884,Audi A6 Avant 2.8 FSI quattro Business Edition 204-Pk,,5,Petrol,Automatic,Station wagon,A6,81794,,,14871.636363636364,,38940.44543103042
7885,Audi Q3 2.0 TDI Nieuw Model! Xenon Leder Navi Actie!,,4,Diesel,Manual,SUV,Q3,153472,2.0,,34104.88888888889,,24589.36904876216
7886,Audi A6 2.0 TFSI LEER NAVI 2e EIGENAAR,,9,Petrol,Automatic,Sedan,A6,175413,2.0,,18464.526315789473,,13704.470500918555
7887,Audi A4 Allroad 2.0 TDI 177pk S-Tronic QUATTRO Pro Line Xenon Ecc Pdc Leer Trekhaak Navigatie,,7,Diesel,Automatic,Station wagon,A4,143413,2.0,177.0,19121.733333333334,88.5,20143.521379769834
7888,Audi A4 Avant 1.8 TFSI S Edition / S-LINE interieur + exterieur / 1e eigenaar / Audi dealer onderhouden,,4,Petrol,Automatic,Station wagon,A4,93086,1.8,,20685.777777777777,,26991.694152280517
7889,Audi Q5 2.0 TFSI Quattro S-Tronic Leder Xenon Navi,,10,Petrol,Automatic,Hatchback,Q5,143469,2.0,,13663.714285714286,,20502.393656063585
7890,Audi Q3 1.4 TFSi Sport 2x S-line Pano LED Audi Q3 1.4 TFSi (110 kW) Sport 2x S-line Pano LED,,1,Petrol,Automatic,SUV,Q3,1016,1.4,,677.3333333333334,,51638.38223944457
7891,Audi A1 1.2 TFSI Pdc achter Onderhoudsboekjes,,6,Petrol,Manual,Hatchback,A1,23551,1.2,,3623.230769230769,,15319.416550062484
7892,Audi A3 Sportback 2.0 TFSI S3 QUATTRO S-TRONIC 265PK PANORAMA CLIMA XENON/LED PDC BOSE LEDER NAVIGATIE,,10,Petrol,Automatic,Hatchback,A3,139785,2.0,265.0,13312.857142857143,132.5,17012.237845781958
7893,Audi A1 Sportback 1.0 TFSI 95PK Adrenalin | S-Line exterieur | Navigatie | Airconditioning | Cruise Control | LED achterlichten | 17 inch lichtmetalen velgen | Multifunctioneel lederen sportstuur | Elektrische ramen | Radio CD/MP3 speler | In hoogte verstelbare voorstoelen,,4,Petrol,Manual,Hatchback,A1,29097,1.0,95.0,6466.0,95.0,17976.0152785474
7894,"Audi A6 Avant 2.0 TFSI 180pk Aut. S-Line (Groot Navi,Bose,Led)",,4,Petrol,Automatic,Station wagon,A6,56919,2.0,180.0,12648.666666666666,90.0,35743.87592349172
7895,Audi A4 1.8 TFSI Pro L. bns,,11,Petrol,Manual,Sedan,A4,144621,1.8,,12575.739130434782,,9888.649332259913
7896,Audi A3 Sportback 1.9 TDI Ambiente Pro Line,,11,Diesel,Manual,Hatchback,A3,222242,1.9,,19325.391304347828,,6541.371436663236
7897,Audi Q5 2.0 TFSI QUATTRO PRO LINE 1 EIGENAAR/NL AUTO/AFLEVERING MET NIEUWE APK.,,9,Petrol,Manual,SUV,Q5,159604,2.0,,16800.42105263158,,18607.329235966467
7898,Audi A1 Sportback 30 TFSI Edition one 85 kW / 116 pk,,0,Petrol,Manual,Hatchback,A1,0,30.0,116.0,0.0,3.8666666666666667,33529.092008226544
7899,"Audi Q7 3.0 TDI V6 Quattro Pro Line, TipTronic Keyless Panorama dak. Grijs kenteken.",,4,Diesel,Automatic,SUV,Q7,125499,3.0,,27888.666666666668,,51147.23663291273
7900,Audi A3 Sportback 2.0 TDI ATTRACTION S-LINE *PANO+1/2LEDER+NAVI+PDC+ECC+CRUISE*,,13,Diesel,Manual,Hatchback,A3,228177,2.0,,16902.0,,5570.113308299598
7901,Audi A6 2.0 TDI ultra Business Edition Nw model! Keyles entry Navi Xenon 190PK! Zondag a.s. open!,,3,Diesel,Automatic,Sedan,A6,50521,2.0,190.0,14434.57142857143,95.0,37869.12578591805
7902,Audi Q8 50 TDI 286pk Tiptronic Quattro Pro Line S + B&O Sound + Panoramadak + Standkachel,,1,Diesel,Automatic,SUV,Q8,5784,50.0,286.0,3856.0,5.72,143425.47547500173
7903,Audi A6 2.5 V6 TDI ADVANCE leder schuifdak climate&cruise control youngtimer,,17,Diesel,Automatic,Sedan,A6,292805,6.0,,16731.714285714286,,4091.393500041068
7904,"Audi A3 Sportback 1.5 TFSI 150pk aut. Pro Line -ACC/MMI+/Virtual Cockpit- Nieuwprijs 45.350,-",,2,Petrol,Automatic,Hatchback,A3,12840,1.5,150.0,5136.0,100.0,33087.399620687705
7905,Audi A6 Avant 3.0 TDI BIT quattro Pro Line Plus,,7,Diesel,Automatic,Station wagon,A6,127221,3.0,,16962.8,,28427.58784846801
7906,"Audi A5 Sportback 2.0 TDI 150PK PRO LINE Autom, Xenon Led, Navi, Sportseats, ECC, LMV",,5,Diesel,Automatic,Hatchback,A5,141239,2.0,150.0,25679.81818181818,75.0,23626.156799383672
7907,Audi A4 Avant 1.8 TFSI 170pk Pro Line / Xenon / Navigatie / Trekhaak,,7,Petrol,Manual,Station wagon,A4,158666,1.8,170.0,21155.466666666667,94.44444444444444,17680.071408281572
7908,Audi A1 1.4 TFSI Ambition Automaat/Panoramadak/Navigatie,,5,Petrol,Automatic,Hatchback,A1,45378,1.4,,8250.545454545454,,19603.03696542533
7909,Audi A3 Sportback 1.2 TFSI 110pk ADRENALIN S-line Parkeersensoren achter / S-Line exterieur pakket / MMI Navigatie / 16 Inch LM velgen,,3,Petrol,Manual,Hatchback,A3,39048,1.2,110.0,11156.57142857143,91.66666666666667,23235.160665050684
7910,"Audi A1 1.4 TFSI PRO LINE S [S-LINE], Hleer, Navi, Xenon Led, LMV, Full",,8,Petrol,Manual,Hatchback,A1,125765,1.4,,14795.882352941177,,11802.737253479312
7911,Audi Q5 2.0 TFSI 252pk S-tronic Quattro S-Line Edition + Luchtvering + Virtual Cockpit,,1,Petrol,Automatic,SUV,Q5,0,2.0,252.0,0.0,126.0,83148.52920541192
7912,Audi A1 SPORTBACK 1.4TDI 90PK PRO LINE / NAVIGATIE / CLIMATRONIC / 15'',,4,Diesel,Manual,Hatchback,A1,62604,1.4,90.0,13912.0,64.28571428571429,15362.903991543619
7913,Audi A1 1.4 Tfsi 90kW Pro Line S-Line Xenon/Led/Navi/Ecc/Pdc/Bose,,6,Petrol,Manual,Hatchback,A1,81390,1.4,,12521.538461538461,,15582.599547724118
7914,Audi 80 Quattro 5-Cylinder 10V 136pk,,35,Petrol,Manual,Sedan,A80,74890,,136.0,2109.5774647887324,,11547.119981655498
7915,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,25676.705019426237
7916,Audi A3 Sportback 1.2 TFSI AUT Att. Pro Line+ | NAVI | XENON!,,5,Petrol,Automatic,Hatchback,A3,58994,1.2,,10726.181818181818,,22056.036079129695
7917,Audi A1 1.0 TFSI 70KW SPORTBACK S-TR,,4,Petrol,Automatic,Hatchback,A1,62170,1.0,,13815.555555555555,,19597.273260451093
7918,Audi S4 Audi S4 4.2 V8 quattro Advance AUTM. SCHUIFDAK/NAVI/RECARO,,14,Petrol,Automatic,Station wagon,S4,156805,,,10814.137931034482,,11664.478560980631
7919,"Audi A5 Sportback | Nu inclusief € 2.000,- Voordeel | 2.0 TFSI S-tronic Pro Line S-line Edition S-Tronic",,1,Petrol,Automatic,Hatchback,A5,0,2.0,,0.0,,59000.33528726529
7920,Audi A3 1.9 TDI Attraction Pro Line Business,,12,Diesel,Manual,Hatchback,A3,285491,1.9,,22839.28,,4962.774796726388
7921,Audi A3 2.0 TDI AMBITION,,9,Diesel,Manual,Hatchback,A3,202952,2.0,,21363.36842105263,,9991.019068817526
