index,car description,price (euro),age (year),fuel type,transmission,bodystyle,car model,mileage (km)
2075,"Audi A6 Avant 204PK TDI Launch Ed. Business S-tronic | VOORDEEL € 5.899,- | Virtual cockpit | Stoelverwarming",71150.0,1,Diesel,Automatic,Station wagon,A6,0
2076,Audi A4 Avant 2.0 TDI S-Tronic Sport,39900.0,1,Diesel,Automatic,Station wagon,A4,25958
2077,Audi A3 Sportback 1.2 TFSI 105PK NAVI/LMV/PDC/CLIMA,17800.0,5,Petrol,Manual,Hatchback,A3,58705
2078,Audi Q7 3.0 TDI QUATTRO PRO LINE S 5+2 (245pk) 7zits PANO/ LEDER/ CAMERA/ TREKHAAK/ S-line SPORTSTOELEN,36700.0,6,Diesel,Automatic,SUV,Q7,148000
2079,Audi A1 1.2TFSI Attraction Pro Line,11300.0,8,Petrol,Manual,Station wagon,A1,96040
2080,"Audi A4 Avant 1.8 TFSI Pro Line Business AUTOMAAT, CRUISE, PANORAMA DAK,",15150.0,10,Petrol,Automatic,Station wagon,A4,90693
2081,"Audi A3 Limousine 1.0 TFSI PRO LINE Navi, Xenon, Led, Pdc",22000.0,3,Petrol,Manual,Sedan,A3,54602
2082,Audi A1 Sportback 1.2 TFSI Ambition Pro Line Business Navi/Xenon/5-deurs/Leder,14150.0,7,Petrol,Manual,Hatchback,A1,72258
2083,Audi A1 Sportback 95 pk Advance Sport,30650.0,1,Petrol,Manual,Hatchback,A1,500
2084,Audi Cabriolet A5 2.0 TFSI MHEV S-tronic S-Line edition,75100.0,1,Petrol,Automatic,Cabriolet, A5,0
2085,Audi TT ROADSTER 1.8 5V TURBO NL AUTO 65000 KM !!,12550.0,14,Petrol,Manual,Cabriolet,TT,65244
2086,Audi A6 3.0 TDI Quattro Premium Edition,49250.0,4,Diesel,Automatic,Station wagon,A6,64649
2087,Audi A6 Avant Ultra Premium Edition 2.0TDI/190pk · Achteruitrijcamera · Panoramadak · Sportstoelen,58700.0,2,Diesel,Automatic,Station wagon,A6,18016
2088,Audi A3 Sportback 1.6 TDI 105pk H6 Ambition Pro Line Ecc Pdc Trekhaak Navigatie 5drs.,12550.0,6,Diesel,Manual,Hatchback,A3,198043
2089,Audi A3 Limousine 35 TFSI CoD Sport S Line Edition 110 kW / 150 pk,47600.0,0,Petrol,Manual,Sedan,A3,0
2090,Audi A6 Avant 4.2 quattro S6 Leer Stoelverwarming-v/a Navi Xenon Schuifdak,9400.0,19,Petrol,Automatic,Station wagon,A6,203450
2091,Audi A8 3.7 quattro Pro Line,9200.0,16,Petrol,Automatic,Sedan,A8,257945
2092,Audi Q2 30 TFSI 116 PK SPORT PRO LINE / NAVI / OPTIEK ZWART / 17'',36650.0,1,Petrol,Manual,Hatchback,Q2,0
2093,Audi A1 Sportback 1.2 TFSi 86pk 5drs. AC|Cr.Control|Navi|Bluetooth|LMV|ESP|5-zits,15700.0,6,Petrol,Manual,Hatchback,A1,57435
2094,Audi A6 Avant 1.8 TFSI ultra Advance Sport S-tronic 190 pk,57750.0,1,Petrol,Automatic,Station wagon,A6,0
2095,Audi TT Roadster 1.8t quattro 165kW,5500.0,20,Petrol,Manual,Cabriolet,TT,201974
2096,Audi RS5 2.9 TFSI Quattro Tiptronic 450PK |B&O|PANO|,163800.0,1,Petrol,Automatic,Coupe,RS5,0
2097,Audi A3 2.0 TFSI S3 quattro NED AUTO / NAP / A KWALITEIT ! !,9300.0,12,Petrol,Manual,Hatchback,A3,275466
2098,Audi A3 Sportback 1.6 TDI AMBITION PRO LINE PLUS ECC / LMV / NAVI / XENON / CHROOM,15700.0,5,Diesel,Manual,Hatchback,A3,122112
2099,Audi A1 Sportback 1.0 TFSI Sport Pro Line Navigatie Airco Elektrische ramen 200x Vw-Audi-Seat-Skoda,17200.0,3,Petrol,Manual,Hatchback,A1,70838
2100,"Audi A4 Avant 2.0 TDI 150pk SPORT S LINE Automaat ""BLACK EDITION""",52450.0,1,Diesel,Automatic,Station wagon,A4,24000
2101,"Audi A6 Sedan 2.0 TDI PRO LINE S [S-LINE] Autom, Leer, Navi, Xenon Led, Full",32450.0,6,Diesel,Automatic,Sedan,A6,149827
2102,Audi A3 Sportback 30 TFSI 116pk s-tronic S Line Edition,39400.0,1,Petrol,Automatic,Hatchback,A3,0
2103,"Audi A3 1,4 TSI AUT. 140PK XENON LED HALF-LEER NAVI ECC-AIRCO LMV PDC",20950.0,6,Petrol,Automatic,Sedan,A3,48794
2104,Audi A4 2.0 TFSI AVANT 200 PK,5700.0,14,Petrol,Manual,Station wagon,A4,216683
2105,Audi A1 Sportback 1.0 TFSI 96PK 5Drs Airco Cruise,15150.0,4,Petrol,Manual,Hatchback,A1,94045
2106,Audi A6 Allroad 3.0 TDI quattro Pro Line Business,13300.0,10,Diesel,Automatic,SUV,A6,363790
2107,Audi Q3 1.4 TFSI CoD Advance Sport,49250.0,1,Petrol,Automatic,SUV,Q3,7500
2108,Audi A7 Sportback 3.0 TDI BiT Quattro Pro Line S 320PK Black,52300.0,4,Diesel,Automatic,Hatchback,A7,103274
2109,Audi A3 Limousine 1.0 TFSI Sport S Line Edition 85 kW / 116 pk .,41950.0,1,Petrol,Automatic,Sedan,A3,0
2110,"Audi A6 2.0 TFSI Advance Automaat Navigatie | Xenon | parkeersensoren | Cruise Control | 17"" velgen | Sportstoelen",15700.0,8,Petrol,Automatic,Sedan,A6,104365
2111,Audi A1 Sportback 1.0 TFSI S-Line Adrenalin (Navigatie),16750.0,4,Petrol,Manual,Hatchback,A1,60295
2112,"Audi A3 Limousine 1.6 TDI Ambiente Pro Line 219,- p/m! (leer, navi, pdc)",15100.0,5,Diesel,Manual,Sedan,A3,179006
2113,Audi A1 Sportback 30 TFSI Advanced Pro Line 85 kW / 116 pk,28300.0,0,Petrol,Manual,Hatchback,A1,0
2114,Audi S8 4.0 TFSI S8 QUATTRO PRO LINE+ B&O / CERAMIC,52450.0,6,Petrol,Automatic,Sedan,S8,101489
2115,Audi Q7 4.2 FSI 350PK QUATTRO AUT. 7pers [ Navi Leder Bose ],26200.0,11,Petrol,Automatic,SUV,Q7,108037
2116,Audi A4 Avant 1.8 TFSI Automaat /NAVI/PDC/BI-Xenon/LED/Stoelverwarming/18'LM/Cruise control/NAP!,14150.0,11,Petrol,Automatic,Station wagon,A4,132390
2117,Audi Q2 1.4 TFSI CoD Design Pro Line Plus Automaat * 10.171 Km * Navi * Airco *,31450.0,1,Petrol,Automatic,SUV,Q2,10171
2118,Audi Q3 1.4 TFSI CoD 150pk s-tronic Advance,42600.0,1,Petrol,Automatic,SUV,Q3,0
2119,Audi A3 Sportback 1.4 TFSI Ambition Pro Line S NAVIGATIE / HALF LEER /,17800.0,6,Petrol,Manual,Hatchback,A3,77609
2120,"Audi TT 2.0 TFSI TTS QUATTRO S-TR (MATRIX, SPORTUIT.,KEYLESS)",42000.0,4,Petrol,Automatic,Coupe,TT,63929
2121,Audi A7 3.0 TDI 204pk Quattro Pro Line + S-Line HUD,23550.0,8,Diesel,Automatic,Hatchback,A7,193009
2122,Audi A4 Avant 1.8 TFSI 170pk Business Edition Xenon Navigatie ECC PDC 200x Vw-Audi-Seat-Skoda,19850.0,6,Petrol,Automatic,Station wagon,A4,128985
2123,Audi TT Roadster 2.0 TFSI Advance Sport 211PK S-Line Navi Clima Half Leder Pdc Lmv'19 Liefhebbers auto!!,25100.0,6,Petrol,Manual,Cabriolet,TT,84678
2124,"Audi A5 Cabriolet 3.0 TFSI 272PK AUT. QUATTRO SPORT S-LINE, NL Auto, 1e Eig, Dealeronderhouden, Uniek!, Bang&Olufsen, DAB, Bi Xenon Led, Elektr stoelen, Afn. Trekhaak!, Zw.Hemel, Audi Connect, 2x Pdc, Clima, Cruise, Navigatie, € 80k Nieuw..!",37700.0,4,Petrol,Automatic,Cabriolet,A5,120788
2125,Audi A3 1.4 TFSI AUT limousine 2x S-line trekh NAP NL-auto,25600.0,5,Petrol,Automatic,Sedan,A3,88211
2126,Audi A6 Limousine 50 TDI quattro Pro Line S,84200.0,1,Diesel,Automatic,Sedan,A6,0
2127,Audi TT 1.8 5V Turbo quattro,3950.0,19,Petrol,Manual,Coupe,TT,246755
2128,Audi A5 Sportback 35 TFSI Sport S-line Edition 110 kW / 150 pk,55800.0,0,Petrol,Automatic,Hatchback,A5,0
2129,Audi A4 Avant 1.8 TFSI Business Edition Xenon Navi Clima PDC Bluetooth Cruise,19850.0,6,Petrol,Manual,Station wagon,A4,96531
2130,Audi A5 Cabriolet 1.8 TFSI Pro Line,21000.0,8,Petrol,Automatic,Cabriolet,A5,127632
2131,Audi A3 Sportback 1.4 TFSI Pro Line Sport 17inch Navi Telefoon,9350.0,10,Petrol,Manual,Hatchback,A3,128536
2132,"Audi A4 Limousine 1.8 TFSI Business Edition, Leder, Navigatie, Xenon",21950.0,5,Petrol,Manual,Sedan,A4,96732
2133,Audi A4 Avant 35 TFSI Sport S line black edition 110 kW / 150 pk,57700.0,0,Petrol,Automatic,Station wagon,A4,0
2134,Audi A3 Sportback 2.0 TDI Quattro S-tronic S-line S-stoelen MMI Drive select,29350.0,5,Diesel,Automatic,Hatchback,A3,119860
2135,Audi A6 Avant 40 TDI Launch Edition Business 150 kW / 204 pk,68800.0,1,Diesel,Automatic,Station wagon,A6,0
2136,Audi A6 Avant 2.0 TDI ultra 190pk S-tronic Business Edition + S-Line Exterieur,41950.0,2,Diesel,Automatic,Station wagon,A6,12228
2137,Audi A3 S3 2.0 TFSI 300pk Quattro + MMI Navigatie + PDC,27750.0,5,Petrol,Manual,Hatchback,A3,113527
2138,Audi A3 Sportback Sport S Line Edition 1.5 TFSI S-tronic 150 PK / Navigatie / Parkeersensoren / Climatronic,34600.0,2,Petrol,Automatic,Hatchback,A3,6217
2139,Audi S4 4.2 V8 quattro S4 Pro Line | Full options | NAP,14600.0,16,Petrol,Manual,Sedan,S4,174607
2140,Audi A1 Audi A1 1.2 TFSI Ambition Pro Line Business,13600.0,7,Petrol,Manual,Hatchback,A1,87827
2141,Audi A6 Avant 2.0 TDI Automaat Business Edition,12500.0,10,Diesel,Automatic,Station wagon,A6,173225
2142,Audi Q8 50 TDI 2X S-LINE+360 CAMERA+22 INCH,151150.0,1,Diesel,Automatic,SUV,Q8,2500
2143,Audi A3 Sportback 1.0 TFSI aut. Sport -Keyless/ACC/Stoelverw./Clima-,33550.0,1,Petrol,Automatic,Hatchback,A3,6324
2144,Audi A1 Sportback 1.4 TFSI Pro Line S,17300.0,6,Petrol,Manual,Hatchback,A1,26637
2145,Audi A3 Sportback 1.4 TFSI Attraction / Climate / Cruise / Stoel verwarming,10450.0,10,Petrol,Manual,Hatchback,A3,104515
2146,Audi A3 Sportback 1.4 TFSI e-tron Ambition 7% Bijtelling incl. BTW | Navigatie MMI+ | LED | Keyless Entry | Parkeersensoren met Park Assist | Cruise Control | Climatronic | 18 inch lichtmetalen velgen | Regen-/lichtsensor | Stoelverwarming | Sportstoelen | Multifunctioneel lederen sportstuur | Audi Connect | Audi Drive S,28300.0,4,Petrol,Automatic,Hatchback,A3,37233
2147,Audi A6 Avant 2.0 TDi AUT 08-2013 ::::: Leder Navi PrG Chroom :::::,20850.0,6,Diesel,Automatic,Station wagon,A6,154539
2148,Audi A4 1.8TFSI 170PK AUTOMAAT S-LINE / ACC / LANE ASSIST / B&O / 19'',33500.0,4,Petrol,Automatic,Station wagon,A4,84603
2149,Audi Q2 1.4 TFSI CoD Sport Edition #1 150 pk S tronic (vsb 20993) voorraaddeal,44800.0,1,Petrol,Automatic,SUV,Q2,0
2150,Audi A1 1.4 TFSI 122pk Amb. Proline Bns,14700.0,9,Petrol,Manual,Hatchback,A1,20197
2151,Audi A6 Avant 2.0 TFSI BUSINESS EDITION | FULL OPTION | AUTOMAAT | BI-XENON | LEDEREN BEKLEDING |,33550.0,4,Petrol,Automatic,Station wagon,A6,82046
2152,Audi A6 Avant Performance 605PK NP.215K! CERAMIC+B&O+PANO.DAK,146950.0,1,Petrol,Automatic,Station wagon,A6,9755
2153,Audi A3 Sportback 1.0 TFSI 116PK S-TRONIC SPORT |S-LINE|NAVIGATIE|LED KOPLAMPEN|18 INCH LMV ROTOR|ZWART OPTIEKPAKKET,29550.0,2,Petrol,Automatic,Hatchback,A3,44100
2154,Audi A4 2.0 150pk TDI Pro Line + MMI Navigatie,26000.0,3,Diesel,Manual,Sedan,A4,95056
2155,"Audi A3 Sportback 1.0 TFSI 116PK Automaat Sport Lease Edition / Navi / Clima / Parkeerhulp Achter / Lederen Stuurwiel / Sportstoelen / 17"" Velgen",30200.0,1,Petrol,Automatic,Hatchback,A3,25391
2156,"Audi A7 Sportback 55TFSI 340PK Automaat Quattro Pro Line S / Panorama dak / Audi Sound / Adaptive Cruise Control / Stoelverwarming / Virtual Cockpit / HD Matrix LED koplampen / Afgevlakt sportstuur / Navi / Clima 4-zone / 21"" Velgen",104950.0,1,Petrol,Automatic,Hatchback,A7,0
2157,Audi Q2 1.4TFSI 150PK SPORT/ SMARTPHONE INTERFACE/ STOELVERWARMING/ 17'',32450.0,1,Petrol,Manual,SUV,Q2,11811
2158,Audi A3 Sportback 1.4 TFSI AMBITION PRO LINE PLUS S-Tronic,20450.0,6,Petrol,Automatic,Hatchback,A3,48782
2159,Audi A1 Sportback 1.0 TFSI 95PK Airco / Radio-CD/MP3 Speler / LMV 15'',13550.0,4,Petrol,Manual,Hatchback,A1,34857
2160,Audi A6 Avant 3.2 FSI quattro Pro Line Business,8050.0,13,Petrol,Automatic,Station wagon,A6,235321
2161,Audi A5 Sportback 35 TFSI Sport S-line Edition 110 kW / 150 pk,57300.0,0,Petrol,Automatic,Hatchback,A5,0
2162,Audi A4 Avant 2.0 TFSI MHEV 190pk S-tronic Sport Pro Line + MMI Navigatie,43000.0,1,Petrol,Automatic,Station wagon,A4,12414
2163,Audi A4 Avant 3.0 TDI Aut. QUATTRO 240pk Panoramadak Xenon,18850.0,8,Diesel,Automatic,Station wagon,A4,151222
2164,"Audi A3 Sportback 2.0 TDI Ambition Pro Line plus, Xenon, Navigatie, Panoramadak ,Keyless,Camera,Standkachel,Stoelverw.",18850.0,6,Diesel,Manual,Hatchback,A3,91780
2165,"Audi A1 Sportback | Private Lease vanaf € 329,-* | 1.0 TFSI Advance",24700.0,1,Petrol,Manual,Hatchback,A1,0
2166,Audi A3 1.6 TDI 110pk ultra Attraction,12050.0,5,Diesel,Manual,Hatchback,A3,155883
2167,"Audi A4 1.4 TFSI SPORT S LINE EDITION MMI navi, Ledkoplampen, 18""-LM",36600.0,2,Petrol,Automatic,Sedan,A4,19980
2168,Audi A3 Sportback 30 TFSI 116pk PRO LINE * AIRCO * NAVIGATIE * CRUISE CONTROL * VSB7792,31500.0,1,Petrol,Manual,Hatchback,A3,0
2169,Audi SQ5 3.0 TDI quattro 313pk BLACK OPTIC/PANORAMADAK/NAP!,42000.0,6,Diesel,Automatic,SUV,SQ5,68849
2170,Audi A3 Cabrio 1.4 TFSI S-Line NL-AUTO NIEUWSTAAT,18800.0,8,Petrol,Manual,Cabriolet,A3,55156
2171,"Audi A3 1.4 TFSI Attraction Pro Line Business NAVIGATIE / 17 ""LM",8850.0,8,Petrol,Manual,Hatchback,A3,161739
2172,Audi A1 1.6TDI ProLine Business *ELEK PAKKET / STOELVERW. / STUURBED. / BOEKJES*,13900.0,5,Diesel,Manual,Hatchback,A1,69942
2173,Audi A6 2.4 5V Adv. AUT Bijtellings vriendelijk 1e Eig.,4150.0,18,Petrol,Automatic,Sedan,A6,185708
2174,Audi A6 50 TDI q. Sp. PL. S,101750.0,1,Diesel,Automatic,Sedan,A6,1000
2175,Audi A3 Sportback 1.0 116PK TFSI S-Line Edition | LED Koplampen | Mf-Sportstuur afgevlakt | |*NIEUW* (527787),37100.0,1,Petrol,Manual,Hatchback,A3,0
2176,"Audi A1 Sportback 1.2 TFSI Connect, Navi",14700.0,6,Petrol,Manual,Hatchback,A1,78462
2177,"Audi A3 Sportback | Privé Lease € 369,-* | 1.4 TFSI CoD Sport S Line Edition",43100.0,1,Petrol,Automatic,Hatchback,A3,0
2178,"Audi A3 Sportback 1.0 TFSI Sport Pro Line Automaat ,Navi, led, lm velgen",31400.0,1,Petrol,Automatic,Hatchback,A3,12572
2179,Audi A1 Sportback BWJ 2015 1.6 TDI 90PK Pro Line S 5 DRS / 17'' LMV / CLIMA,15650.0,4,Diesel,Manual,Hatchback,A1,80667
2180,Audi A4 Avant 2.0 TDI Ultra Edition Xenon/Navi/19inch,24100.0,4,Diesel,Manual,Station wagon,A4,41920
2181,Audi A3 Sportback 1.9 TDI Attraction Pro Line - Milieuzone's O.K. !!,6150.0,11,Diesel,Manual,Hatchback,A3,252714
2182,Audi A3 Sportback 1.2 TFSI 110PK ADRENALIN Navi / Xenon Verlichting / S-Line Exterieur / LMV 16'',21400.0,3,Petrol,Manual,Hatchback,A3,56198
2183,Audi A4 3.0 TFSI S4 quattro Pro Line,41950.0,5,Petrol,Automatic,Sedan,A4,72109
2184,Audi A1 Sportback 30 TFSI Edition One 85 kW / 116 pk,40350.0,1,Petrol,Automatic,Hatchback,A1,0
2185,Audi A1 1.2 TFSI 86PK Ambition Pro Line | Navigatie | Xenon | Sportstoelen | Cruise Control | Climatronic | 17 inch lichtmetalen velgen | Regen-/lichtsensor | Multifunctioneel lederen sportstuur | In hoogte verstelbare voorstoelen | Radio CD/MP3 speler | Zwarte dakhemel | Mistlampen,16200.0,6,Petrol,Manual,Hatchback,A1,33202
2186,"Audi Q5 2.0 TFSI 225pk QUATTRO Pro Line S Aut, Navi, Xenon, Chrome, ECC, LMV",36650.0,5,Petrol,Automatic,SUV,Q5,127935
2187,Audi A4 Avant 2.0 TDI AUT. 150PK Pro Line | Bi-Xenon | Nav | 18inch | Nieuwstaat,31450.0,3,Diesel,Automatic,Station wagon,A4,67372
2188,"Audi A6 Avant 3.0 TDI Quattro Sport Edition 245pk Navigatie, Clima, Stoel+bankverwarming",34500.0,5,Diesel,Automatic,Station wagon,A6,119762
2189,Audi A4 2.0 AVANT S-LINE CLIMA CRUISE 17 INCH YOUNGTIMER,3500.0,18,Petrol,Manual,Station wagon,A4,254903
2190,Audi Q7 50 TDI S line edition quattro Tiptronic,146350.0,1,Diesel,Automatic,SUV,Q7,0
2191,Audi A3 Sportback 1.4 TFSI CoD Ambition Pro Line plus S-Tronic NAVI SPORTSTOELEN XENON,24100.0,4,Petrol,Automatic,Hatchback,A3,82586
2192,Audi A6 Avant 40 TDI 204PK S-tronic Sport Launch edition | Panoramadak | Parkeersensoren | 19 inch lichtmetalen velgen,82600.0,1,Diesel,Automatic,Station wagon,A6,0
2193,"Audi A1 Sportback * Private lease 399,- euro per maand *",26000.0,1,Petrol,Manual,Hatchback,A1,0
2194,"Audi A3 Sportback 1.5 TFSI CoD Sport S-tronic , Adap. Cruise, Lane Assist, Stuurverwarming, VOL!!",31450.0,2,Petrol,Automatic,Hatchback,A3,14965
2195,Audi A6 Audi A6 2.7 TDI Pro Line,5800.0,13,Diesel,Manual,Sedan,A6,229757
2196,Audi A4 Avant 2.0 TDI NW MODEL // AUTOMAAT LEDER NAVI CRUISE CLIMA PDC,29150.0,3,Diesel,Automatic,Station wagon,A4,90796
2197,Audi A3 Limousine 1.5 Tfsi 150pk CoD S-tronic Sport Pro Line | Navigatie Plus | Panoramadak | Adaptieve cruise | Camera | Virtual Cockpit Fabrieks Garantie t/m 18-09-2022 of 100.000km,38850.0,2,Petrol,Automatic,Sedan,A3,20402
2198,"Audi A5 Sportback 1.8 TFSI 170PK BNS EDIT. Navi, Xenon, Led, 18'', Trekhaak",18850.0,6,Petrol,Manual,Hatchback,A5,166857
2199,Audi A3 Sportback 2.0 TDI Ambition Pro Line S Navi ECC Sportstoelen 150PK!!,18400.0,6,Diesel,Manual,Hatchback,A3,55277
2200,"Audi A3 Limousine 1.5 TFSI COD SPORT S LINE EDITION Navigatie Cruise control Climatronic Sportstoelen Leder/Stof S-Line 18"" LM Velgen",34550.0,2,Petrol,Automatic,Sedan,A3,19603
2201,Audi A3 Sportback 1.4 TFSI Nieuw Model/Ned/Sportstoelen//Navi/Sport onderstel,16000.0,6,Petrol,Manual,Hatchback,A3,134353
2202,"Audi RS5 Coupé 2.9 TFSI 450PK Quattro | Carbon dak, Optiek carbon, Matrix LED, Keramische schijven, Bang&Olufsen, Head-up display, Dynamic ride control, Sportuitlaat etc.",104800.0,2,Petrol,Automatic,Coupe,RS5,5573
2203,Audi S3 Limousine 2.0 TFSI quattro 310 pk S-tronic,62900.0,1,Petrol,Automatic,Sedan,S3,10473
2204,Audi A4 2.0 TFSI S Line Black edition | Verwarmde voorstoelen | Led koplampen | 18 inch Lichtmetalen velgen,49300.0,1,Petrol,Automatic,Sedan,A4,15000
2205,"Audi A3 Sportback 1.8 TFSI ATTRACTION AUTOMAAT, NAVI, CLIMA, CRUISE, 17 INCH,SPORTSTOELEN, BLUETOOTH",9850.0,11,Petrol,Automatic,Hatchback,A3,181045
2206,Audi A6 Avant 1.8 TFSI 190pk ultra s-tronic Advance Sport,57200.0,1,Petrol,Automatic,Station wagon,A6,0
2207,Audi A5 Sportback 40 TFSI Sport S-line Edition 140 kW / 190 pk,61900.0,1,Petrol,Automatic,Hatchback,A5,0
2208,Audi A4 Avant 2.0 TDI Sport 150pk aut|Virtual|Nav|,39850.0,1,Diesel,Automatic,Station wagon,A4,4422
2209,Audi A3 Sportback 1.5 TFSI 150pk CoD ultra S tronic S Line Edition,45450.0,0,Petrol,Automatic,Hatchback,A3,0
2210,Audi A4 Avant 3.0 TFSI S4 quattro B&O MMi+ Schaalstoel Panodak Adpativecruise Camera Sideassist,24100.0,10,Petrol,Automatic,Station wagon,A4,175622
2211,Audi A3 1.4 TFSI 140pk Automaat Sedan Ambition Pro Line Plus,19650.0,6,Petrol,Automatic,Sedan,A3,138034
2212,"Audi A5 Sportback 2.0 TFSI Sport , 190Pk, Virtual Cockpit, Audi connect,",45100.0,1,Petrol,Automatic,Hatchback,A5,15979
2213,Audi Q5 2.0 TFSi Quattro S-line panodak 225pk,35200.0,6,Petrol,Automatic,SUV,Q5,113401
2214,Audi A6 AVANT 1.8 TFSI 190 PK S-TRONIC PRO LINE / NAVI / LED / 18'',47150.0,1,Petrol,Automatic,Station wagon,A6,28080
2215,Audi A4 1.6,850.0,24,Petrol,Manual,Sedan,A4,271027
2216,Audi Q3 1.4 TFSI CoD 150PK s-tronic Advance Sport,43000.0,1,Petrol,Automatic,SUV,Q3,7500
2217,"Audi Q2 30 Tfsi 116pk S-tronic Sport, Parkeersensoren, Mmi navigatie, Telefoon",40750.0,1,Petrol,Automatic,SUV,Q2,0
2218,Audi A3 2.0 FSI Sportback Ambition Pro Line | 150PK | Climate control | Cruise control,6700.0,12,Petrol,Manual,Hatchback,A3,148429
2219,Audi RS Q3 Q3 2.5 TFSI quattro 310PK Luxe-Leder/Panorama/Bose/DAB,49300.0,5,Petrol,Automatic,SUV,RS,50975
2220,"Audi A4 Avant 2.0 TDI ultra Sport Edition Xenon+Leder+Navi+18""=SUPER",18900.0,5,Diesel,Manual,Station wagon,A4,121963
2221,"Audi Q2 1.0 TFSI Sport ,NAVI, LM VELGEN, LED",32450.0,1,Petrol,Manual,SUV,Q2,11937
2222,"Audi Q2 1.0 TFSI 116PK #Limited / Optiek pakket zwart / Navi Plus / LED / Clima / Ambiance Verlichitng / Sportstoelen / Cruise Control / 18"" Velgen",34600.0,1,Petrol,Manual,SUV,Q2,25525
2223,Audi A1 Sportback 1.0 TFSI Adrenalin,20850.0,2,Petrol,Manual,Hatchback,A1,16815
2224,Audi Q2 1.6 TDI Sport NAVI LED PDC CLIMA | EINDEJAARSD€ALS!,28800.0,2,Diesel,Manual,SUV,Q2,19801
2225,Audi A1 1.2 TFSI S EDITION 2X S-LINE NAVI LEDER AIRCO,14450.0,8,Petrol,Manual,Hatchback,A1,89338
2226,Audi A4 Avant 1.8 TFSI 170pk S Edition,30400.0,3,Petrol,Automatic,Station wagon,A4,13025
2227,Audi Q3 1.4 TFSI S-Tronic Navigatie Xenon [Elke Zondag Open],33500.0,3,Petrol,Automatic,SUV,Q3,15911
2228,Audi Q5 2.0 TFSI quattro Pro Line NAVIGATIE / LEER / XENON / ELEK STOEL VERSTEL. / ORG NL AUTO,15700.0,10,Petrol,Automatic,SUV,Q5,191286
2229,Audi A3 Sportback 1.4 TFSI Ambition Pro Line | Automaat | Sportstoelen!,10700.0,10,Petrol,Automatic,Hatchback,A3,140357
2230,Audi A8 New 50 TDI 286pk tiptronic quattro,157150.0,1,Diesel,Automatic,Sedan,A8,0
2231,Audi A3 Audi A3 1.9 TDI Sportback,2050.0,16,Diesel,Manual,Hatchback,A3,396729
2232,Audi A4 Avant S-line,10250.0,8,Diesel,Manual,Station wagon,A4,260167
2233,"Audi A6 1.8 TFSI 190PK Automaat Advance Sport / Navi / Clima / Afgevlakt Lederen sportstuur / LED / S-line in- en ext. / 19"" velgen",54500.0,1,Petrol,Automatic,Sedan,A6,0
2234,"Audi Q8 50 TDI 286PK QUATTRO PRO LINE S | HD Matrix LED, 22""Velgen, Topview, B&O, Standkachel, Panoramadak, Optiek zwart pakket, Etc.",131050.0,1,Diesel,Automatic,SUV,Q8,2825
2235,"Audi A4 Avant 1.8 TFSI 160PK Pro Line S [S-LINE] Autom, Navi, Xenon, Hleer, ECC, LMV",17750.0,8,Petrol,Automatic,Station wagon,A4,178522
2236,Audi A4 1.8 TFSI PRO LINE BUSINESS - Navi -Trekhaak,16650.0,6,Petrol,Manual,Sedan,A4,126306
2237,Audi A6 Allroad 3.0 TDI quattro Pro Line Plus luchtvering,33500.0,6,Diesel,Automatic,SUV,A6,90750
2238,Audi A4 2.0 TDI Business Edition,15200.0,6,Diesel,Manual,Station wagon,A4,249000
2239,Audi A4 Avant 2.0 TDI PRO LINE LEER XENON MMI ENZ,19900.0,5,Diesel,Manual,Station wagon,A4,113479
2240,Audi A4 V6 3.0 TDI 218 pk Quattro Design Pro Line Plus,46050.0,3,Diesel,Automatic,Station wagon,A4,81859
2241,Audi A3 Sportback 1.6 TDI AMBITION PRO LINE S,25400.0,4,Diesel,Manual,Hatchback,A3,66109
2242,Audi A6 3.0TDI 286PK Quattro S-Line |Panoramadak|Camera|Fiscaal gunstig,73400.0,1,Diesel,Automatic,Sedan,A6,5000
2243,Audi A3 Sportback 1.4 TFSI Attraction Pro Line lederen bekleding,9200.0,11,Petrol,Manual,Hatchback,A3,144545
2244,Audi A6 1.8 TFSI Ultra 190pk S Tronic Sport Edition,48200.0,2,Petrol,Automatic,Station wagon,A6,26091
2245,Audi A4 Avant 2.0 Pro Line*airco*cruise*2de eigenaar,5700.0,14,Petrol,Manual,Station wagon,A4,186476
2246,Audi A1 Sportback 1.0 TFSI 95pk Advance,25150.0,1,Petrol,Manual,Hatchback,A1,0
2247,"Audi A3 Sportback 1.4 TFSI CoD 140 pk 2xS-Line |Xenon |Navi |18""| Sportstoelen .",19700.0,6,Petrol,Manual,Hatchback,A3,120300
2248,"Audi A6 Avant 2.0 TDI Pro Line, BJ`2013, Navigatie, Multimedia, Xenon !",16800.0,6,Diesel,Manual,Station wagon,A6,152605
2249,"Audi Q3 1.4 TFSI 150 pk CoD S tronic / xenon / navi / 18""",39800.0,1,Petrol,Automatic,SUV,Q3,16768
2250,Audi A3 Limousine 1.4 TFSI 150pk CoD ultra S Tronic Adrenalin Sport 6 maanden garantie en uitgebreide afleverbeurt,26950.0,3,Petrol,Automatic,Sedan,A3,74316
2251,"Audi A3 Sportback 1.0 TFSI Sport ""ZEER LUXE"" Lease Edition",28800.0,1,Petrol,Manual,Hatchback,A3,4721
